nameWithOwner,stargazerCount,stars_log10,classes_n,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
xkcoding/spring-boot-demo,34111,4.532894451395552,482.0,5.049792531120332,4.0,4.004364816897282,1.1307053941908711,1.0,0.4884647768088304,2.3215767634854774,0.0,9.814829841965445
zxing/zxing,33905,4.530263748713028,597.0,4.852596314907872,4.0,4.693817952655489,1.6850921273031825,2.0,0.7780518175289255,22.88777219430486,0.0,130.64699274245083
alibaba/easyexcel,33769,4.528518200081304,560.0,6.257142857142857,5.0,5.6449783640769615,1.3714285714285714,1.0,0.8296203165697055,32.025,1.0,355.6684644707237
Blankj/AndroidUtilCode,33708,4.5277329852492025,670.0,4.155223880597015,2.0,5.550401851409895,1.364179104477612,1.0,0.8356234289192939,144.95373134328358,0.0,960.505090692468
keycloak/keycloak,33603,4.526378051951889,9721.0,6.98004320543154,4.0,8.36812569284794,1.5445941775537495,1.0,1.0274483167656328,71.01419607036313,2.0,965.449415811004
alibaba/nacos,32764,4.515396917260586,5026.0,5.354755272582571,3.0,6.461804676051409,1.277158774373259,1.0,0.6698804864518485,22.140867489056905,1.0,281.61710509794113
binarywang/WxJava,32674,4.514202304710801,5473.0,5.533710944637311,4.0,6.616119093447699,1.21213228576649,1.0,0.4398619234908201,20.955965649552347,0.0,237.75688953455784
apache/kafka,32241,4.508408503596661,8817.0,7.959283202903482,4.0,13.4285785611199,1.4290575025518883,1.0,1.0878951327474138,65.00782579108541,0.0,1206.9783830718825
conductor-oss/conductor,31584,4.499467130989543,1326.0,7.45475113122172,6.0,7.848700652848062,1.226998491704374,1.0,0.5010731532454954,60.85897435897436,0.0,333.62537416305406
ityouknow/spring-boot-examples,30637,4.486246236573056,363.0,4.661157024793388,4.0,3.16809121909592,1.022038567493113,1.0,0.1470115891629585,4.1597796143250685,0.0,14.992883466746104
chinabugotech/hutool,30327,4.481829451263999,2727.0,3.637697103043638,3.0,3.971285634191674,1.276861019435277,1.0,0.7432676388433117,101.06894022735608,0.0,952.6421494688836
xuxueli/xxl-job,29997,4.477077823099855,169.0,5.005917159763314,3.0,5.625724335818496,1.1597633136094674,1.0,0.4132218830101795,24.75147928994083,0.0,102.81182423805068
apolloconfig/apollo,29767,4.47373506746172,786.0,7.338422391857506,6.0,6.834157340343287,1.2404580152671756,1.0,0.6730039466806829,15.43765903307888,0.0,58.40087083039569
alibaba/canal,29647,4.471980753370996,1054.0,5.690702087286527,4.0,6.282610565521417,1.3690702087286528,1.0,0.7973315472284126,77.03415559772296,1.0,466.32864311630254
yuliskov/SmartTube,29117,4.4641466264595735,3288.0,6.567518248175182,4.0,7.958345521939782,1.5377128953771289,1.0,1.440781529226383,66.31812652068126,1.0,457.2455452646116
alibaba/spring-cloud-alibaba,29084,4.463654135971828,592.0,5.695945945945946,5.0,4.832432427317107,1.1097972972972974,1.0,0.3535250948419905,30.04054054054054,0.0,311.6086394953894
wuyouzhuguli/SpringAll,29011,4.462562699054192,369.0,5.186991869918699,4.0,4.183331819417003,1.113821138211382,1.0,0.373072991587386,3.815718157181572,0.0,11.853208705494092
DrKLO/Telegram,28766,4.458879476116883,13249.0,7.051098196090271,4.0,13.86466899662461,1.6963544418446674,1.0,18.24982511397812,67.5803456864669,0.0,1313.7910644791373
alibaba/druid,28211,4.450418480936811,5967.0,5.240824534942182,4.0,13.00576817764313,1.67420814479638,2.0,0.8996461323805236,229.41444612032848,0.0,5183.7184829785565
lenve/vhr,28100,4.44870631990508,94.0,4.4361702127659575,2.0,5.843033735957143,1.0212765957446808,1.0,0.1450786515834624,48.32978723404256,6.0,225.79495829004145
crossoverJie/JCSprout,26999,4.431347678880298,162.0,1.962962962962963,1.0,1.857965523581774,1.0925925925925926,1.0,0.3663748132660339,1.7654320987654322,0.0,6.3583888051317015
qiurunze123/miaosha,26605,4.424963263260741,286.0,4.146853146853147,3.0,4.53981689399364,1.1258741258741258,1.0,0.3905395793610153,14.3006993006993,0.0,85.54371284043502
OpenAPITools/openapi-generator,26037,4.415590943087308,4414.0,5.086089714544631,3.0,5.944094977793044,1.2222473946533756,1.0,0.6273788277301309,86.25101948346172,0.0,1127.333311879437
apache/incubator-seata,25966,4.414405052758884,4151.0,6.482293423271501,4.0,20.81415440874288,1.7660804625391473,1.0,14.144843363079506,462.3295591423753,2.0,14738.226431014236
apache/flink,25905,4.41338359662314,25268.0,7.219012189330378,5.0,8.713461240929233,1.651377236029761,1.0,2.1739195912113143,35.47589836947918,1.0,1178.9206036115177
alibaba/fastjson,25701,4.409950021620509,6327.0,1.846372688477952,1.0,2.686445475109579,1.5037142405563455,1.0,0.7116374579359991,126.12122648964754,0.0,3281.9663386059483
hollischuang/toBeTopJavaer,25459,4.405841341068969,0.0,,,,,,,,,
JakeWharton/butterknife,25413,4.405055936460842,272.0,3.959558823529412,2.0,6.413361038070842,1.2352941176470589,1.0,0.7108572250152728,10.481617647058824,0.0,75.80646138055423
CodePhiliaX/Chat2DB,25289,4.402931656427504,1045.0,6.054545454545455,4.0,6.848657537516314,1.2669856459330144,1.0,0.5626556870836342,16.489952153110046,0.0,84.83664235184057
bazelbuild/bazel,25268,4.40257086822233,10731.0,7.587829652408908,5.0,10.487715134262,1.623241077252819,1.0,1.338433369279631,70.59192992265399,1.0,960.951152179074
scwang90/SmartRefreshLayout,25173,4.400934975810852,341.0,6.651026392961877,3.0,7.59130155095532,1.5073313782991202,1.0,0.8492759399738044,30.319648093841643,0.0,295.0474047572584
jenkinsci/jenkins,25136,4.400296167695898,4124.0,6.309893307468477,4.0,8.463987662925241,1.9444713870029096,2.0,1.791339552429655,46.49418040737148,0.0,909.7213685715452
libgdx/libgdx,24953,4.397122766597578,4104.0,5.216861598440546,3.0,8.844101503857017,1.786793372319688,1.0,1.594870845886026,3434.72977582846,0.0,144240.05573580664
proxyee-down-org/proxyee-down,24787,4.394223966772368,60.0,5.516666666666667,4.0,6.223225134401482,1.4666666666666666,1.0,0.9291269214473296,19.516666666666666,2.0,49.7285825346345
apache/skywalking,24767,4.393873404149383,3577.0,6.0125803746156,4.0,7.211227300836101,1.390550740844283,1.0,0.8067459935851545,7.154039698071009,0.0,32.95286836668977
greenrobot/EventBus,24746,4.393505008589961,183.0,3.4262295081967213,3.0,3.065900812679761,1.836065573770492,1.0,1.4240515779898408,9.05464480874317,0.0,35.08227798058746
Netflix/Hystrix,24466,4.388562971398075,2005.0,3.3610972568578554,2.0,5.185605248130499,1.5581047381546134,1.0,3.588660395208526,20.253865336658357,0.0,385.24130640800433
google/gson,24351,4.386516800686768,1082.0,3.033271719038817,2.0,4.454602149774934,1.2855822550831792,1.0,1.0254644412361982,20.777264325323475,0.0,382.3662213326263
redisson/redisson,24283,4.385302339856317,3013.0,5.753070029870561,3.0,10.384767104569235,1.3166279455692,1.0,0.7061522799456488,168.2562230335214,0.0,1486.80810375193
iBotPeaches/Apktool,24153,4.3829710813619815,167.0,5.868263473053892,5.0,5.359993366975298,1.778443113772455,2.0,1.037845298061478,53.958083832335326,1.0,295.1189336173447
dataease/dataease,23683,4.374436714981712,1124.0,4.98576512455516,3.0,7.552828030436021,1.1565836298932384,1.0,0.4797235783351459,28.551601423487543,0.0,185.53295955233145
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,23571,4.372378007864557,91.0,2.901098901098901,2.0,2.836488224136572,1.0,1.0,0.0,0.2307692307692307,0.0,0.716114874039433
LSPosed/LSPosed,23257,4.36655369287421,427.0,5.522248243559719,3.0,7.247233346434148,1.6463700234192038,1.0,1.2869896760042594,48.114754098360656,0.0,319.84925064569575
doocs/source-code-hunter,23137,4.364307046581609,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,
alibaba/Sentinel,23105,4.363705972854723,1538.0,4.349154746423928,3.0,4.495751185903197,1.1775032509752923,1.0,0.6515791400293364,12.326397919375813,0.0,46.41081406135485
ashishps1/awesome-low-level-design,22943,4.360650205119749,793.0,2.640605296343001,2.0,2.5595366604098517,1.141235813366961,1.0,0.4354574816348238,3.051702395964691,0.0,11.144532575005575
apache/rocketmq,22387,4.349995899262856,3002.0,6.987341772151899,4.0,10.610858097216306,1.3364423717521652,1.0,0.7544587456208743,135.61292471685542,1.0,2831.5448041802465
kunal-kushwaha/DSA-Bootcamp-Java,22382,4.349898891403912,253.0,1.3043478260869563,1.0,1.224040306602571,1.08300395256917,1.0,0.3407328527871097,3.494071146245059,1.0,11.011761588439535
elunez/eladmin,21934,4.341117839133862,282.0,8.01418439716312,5.0,7.683217200927227,1.1631205673758864,1.0,0.4483915655851849,6.25886524822695,0.0,19.56357487917154
CarGuo/GSYVideoPlayer,21430,4.331022171041829,674.0,5.326409495548962,2.0,6.77884458403284,1.543026706231454,1.0,1.4805586198874945,52.34569732937685,0.0,301.41951052674847
brettwooldridge/HikariCP,21076,4.323788189900751,185.0,4.383783783783784,3.0,4.196110615894505,1.2864864864864864,1.0,0.6586226414144777,172.6702702702703,0.0,1408.661311174716
didi/DoKit,20434,4.3103533890449945,1571.0,4.471037555697008,2.0,5.71629875623757,1.3208147676639084,1.0,0.8386785773542732,71.68109484404837,0.0,633.9993355441259
mybatis/mybatis-3,20402,4.3096727432292665,1756.0,3.526765375854214,2.0,4.895124734817446,1.2198177676537585,1.0,0.7085760134046661,21.27107061503417,0.0,249.0782540112711
linlinjava/litemall,20208,4.305523333211256,616.0,4.563311688311688,3.0,5.708862151398301,1.1266233766233766,1.0,0.3328208498378537,1535.371753246753,1.0,9410.038609069385
ReactiveX/RxAndroid,20181,4.304942682402465,55.0,2.272727272727273,1.0,3.788161605603482,1.1272727272727272,1.0,0.4326723786023175,3.090909090909091,0.0,11.233667530921776
yudaocode/SpringBoot-Labs,20076,4.302677187010019,1463.0,4.302118933697881,4.0,2.974407875560328,1.0539986329460014,1.0,0.2727151167094534,1.4634313055365686,0.0,6.869697610756437
dianping/cat,18970,4.278067330888662,1884.0,5.473460721868365,4.0,5.92929095731987,1.4092356687898089,1.0,0.6515960629832749,23.512208067940552,1.0,106.00817792082694
lionsoul2014/ip2region,18874,4.275863950712521,48.0,4.104166666666667,4.0,2.9335881981478003,1.2083333333333333,1.0,0.5819385554072728,11.1875,0.0,34.313111599789
Baseflow/PhotoView,18859,4.2755186605118105,45.0,4.733333333333333,3.0,5.544858388223684,1.3555555555555556,1.0,0.5703091488416833,24.6,0.0,157.2585306256721
antlr/antlr4,18809,4.274365706447425,662.0,5.7009063444108765,3.0,7.163614088022047,1.7915407854984895,1.0,1.1637701711220003,48.30211480362538,0.0,192.8634281868409
YunaiV/yudao-cloud,18712,4.2721202088010966,3976.0,7.8895875251509056,6.0,7.446083414773085,1.2127766599597585,1.0,0.4337900676722328,16.012072434607646,0.0,491.9776600288139
dromara/Sa-Token,18710,4.27207378750001,765.0,4.443137254901961,3.0,4.458766362413704,1.219607843137255,1.0,0.7718084786312572,60.16993464052288,0.0,694.7135477970735
williamfiset/Algorithms,18542,4.268156576740394,440.0,2.6931818181818183,2.0,1.7520437434435645,1.056818181818182,1.0,0.2317583841927008,23.70909090909091,3.0,73.55779287138901
Tencent/APIJSON,18409,4.265030197723059,70.0,5.914285714285715,3.0,8.67236633729219,1.2428571428571429,1.0,0.6688886366814535,1169.3285714285714,5.5,5422.455456740171
LMAX-Exchange/disruptor,18272,4.261786086565754,410.0,4.480487804878049,3.0,4.822102713349284,1.2902439024390244,1.0,0.8101751683721469,25.882926829268293,0.0,224.6994862499625
forezp/SpringCloudLearning,17978,4.254741376091537,140.0,4.6,4.0,2.211155497266876,1.05,1.0,0.2187275168301991,0.4857142857142857,0.0,1.5662157770326874
Tencent/tinker,17820,4.250907699700856,520.0,4.744230769230769,3.0,7.052921707310812,1.603846153846154,1.0,2.5056361545336503,28.471153846153847,0.0,110.99189825584054
ben-manes/caffeine,17576,4.244920043912454,1404.0,4.916666666666667,3.0,6.566793177044516,1.5313390313390314,1.0,1.3794182775637325,165.15811965811966,0.0,1791.0070447724102
infinilabs/analysis-ik,17433,4.241372130158435,38.0,4.815789473684211,4.0,3.593201261526015,1.368421052631579,1.0,0.4888515295293513,18.36842105263158,2.5,38.90002504871811
justauth/JustAuth,17415,4.240923478794255,198.0,5.51010101010101,2.0,6.031844343369494,1.3434343434343434,1.0,0.5816415796170478,12.984848484848484,6.0,19.53195410590555
baomidou/mybatis-plus,17327,4.238723375395398,1047.0,5.833810888252149,4.0,9.524602494154784,1.3447946513849092,1.0,0.8125033495151125,25.044890162368677,0.0,151.42685570670193
gyoogle/tech-interview-for-developer,17231,4.236310482432331,13.0,1.3076923076923077,1.0,0.7510676161988107,1.0,1.0,0.0,0.9230769230769232,0.0,3.0403272428457004
material-components/material-components-android,17217,4.235957479466621,2120.0,7.08066037735849,4.0,8.156422816679566,1.5367924528301886,1.0,0.9833753040027656,93.6127358490566,1.0,963.1453710056122
facebook/fresco,17164,4.2346185058606345,1001.0,6.49050949050949,5.0,6.31412383788597,1.4115884115884116,1.0,0.8913055449314642,27.182817182817185,0.0,120.12430871582796
alibaba/DataX,17148,4.234213474838595,1222.0,4.436988543371522,3.0,5.6821810157449,1.5613747954173487,1.0,1.1795753238303326,22.648936170212767,0.0,185.315969393846
nostra13/Android-Universal-Image-Loader,17056,4.231877187346479,140.0,4.864285714285714,3.0,4.877212782122245,1.5857142857142856,1.0,0.9595091242435791,28.84285714285714,0.5,99.81899239912497
heibaiying/BigData-Notes,16882,4.227423895933663,77.0,5.714285714285714,5.0,3.5125981644164272,1.2207792207792207,1.0,0.4174917781534153,0.8181818181818182,0.0,1.861855842172936
winterbe/java8-tutorial,16769,4.224507164727077,88.0,1.0340909090909092,1.0,1.0444034059687686,1.0,1.0,0.0,3.909090909090909,0.0,9.327547094292166
shuzheng/zheng,16702,4.22276847934858,509.0,4.296660117878193,3.0,5.425262489059642,1.4086444007858543,1.0,0.492066917854408,340.8565815324165,0.0,1786.3429180113303
JeffLi1993/springboot-learning-example,16592,4.219898739044965,114.0,4.728070175438597,3.0,4.049003128094003,1.043859649122807,1.0,0.2449616505002466,2.56140350877193,0.0,5.850701626057828
ashishps1/awesome-leetcode-resources,16096,4.206717963375834,11.0,1.181818181818182,1.0,0.4045199174779452,1.0,1.0,0.0,4.727272727272728,0.0,8.259429872465885
android-hacker/VirtualXposed,15991,4.203875623277334,1453.0,3.8891947694425326,2.0,5.0552839250905,2.792842395044735,2.0,11.858632567217098,14.69580178940124,0.0,128.63758845222364
dyc87112/SpringBoot-Learning,15787,4.198299608967687,264.0,4.443181818181818,4.0,2.965676736723072,1.0265151515151516,1.0,0.1830704942179621,1.4659090909090908,0.0,7.250984771670982
android10/Android-CleanArchitecture,15561,4.192037502713247,105.0,5.142857142857143,4.0,4.670753051268507,1.4285714285714286,1.0,0.7051615043752368,6.723809523809524,1.0,23.217821088922538
Konloch/bytecode-viewer,15460,4.189209489582306,414.0,4.647342995169082,3.0,6.211859328177208,2.0434782608695654,1.0,1.819465232416324,13.68840579710145,0.0,59.06115360580907
mockito/mockito,15434,4.188478495913935,2128.0,3.2796052631578947,2.0,4.385761189067666,1.3956766917293233,1.0,1.076491590584833,19.06343984962406,0.0,278.7497798942212
apache/pulsar,15177,4.18118593412823,7097.0,6.895589685782725,4.0,10.348055277249973,1.6807101592222065,1.0,3.8774288533142354,89.29054530083134,0.0,1465.1417608869351
apache/doris,15160,4.180699201296035,9163.0,8.6646294881589,5.0,20.120691304146792,1.697588126159555,1.0,1.3215349265378458,126.98079231692677,1.0,3041.1892911827385
java-decompiler/jd-gui,15060,4.177824971864681,407.0,4.538083538083538,3.0,5.430519417672085,2.4176904176904177,1.0,2.3388940109725205,11.115479115479117,1.0,51.07329738346287
zhisheng17/flink-learning,15057,4.177738450401719,661.0,4.35249621785174,3.0,4.390221293042028,1.1437216338880485,1.0,0.3760771293809116,3.022692889561271,0.0,17.520060346800754
supertokens/supertokens-core,14989,4.175772659601535,1020.0,10.887254901960784,10.0,11.268253507472265,1.4627450980392156,1.0,1.0245199520816737,72.98333333333333,3.0,1227.8681489011892
zaproxy/zaproxy,14918,4.173710602815911,2385.0,4.667505241090147,3.0,5.82625003352049,1.9064989517819704,1.0,1.7582677738902803,70.91991614255765,1.0,358.6249686851468
cryptomator/cryptomator,14846,4.171609456216666,473.0,8.329809725158562,6.0,8.010658905969382,1.4186046511627908,1.0,0.9601335966691809,19.596194503171247,1.0,69.0083186024335
elastic/logstash,14816,4.170730969337859,932.0,5.368025751072961,4.0,5.660913071852437,1.6158798283261802,1.0,2.1159932595036928,21.18991416309013,1.0,103.3012102956329
theonedev/onedev,14808,4.170496405744848,8426.0,5.85105625445051,4.0,8.953583408752491,1.4366247329693804,1.0,0.9282034980631642,26.84773320674104,0.0,521.8074817676429
eclipse-vertx/vert.x,14658,4.1660747173570805,2011.0,6.554947787170562,4.0,9.132596429659186,1.5340626553953256,1.0,1.057175601680613,157.33465937344604,1.0,1614.0767115392794
arduino/Arduino,14553,4.162952529345726,450.0,4.131111111111111,2.0,6.051608861241208,1.768888888888889,1.0,1.9227650633242768,32.72222222222222,0.0,208.26102709599184
hdodenhof/CircleImageView,14543,4.162654004119576,3.0,11.0,5.0,13.07669683062202,2.333333333333333,2.0,0.5773502691896258,178.66666666666666,0.0,309.45974428563943
Tencent/QMUI_Android,14522,4.162026432421177,1066.0,5.290806754221388,3.0,6.456197656115214,1.566604127579737,1.0,1.2655682562442037,35.34240150093809,0.0,197.8987981123717
alibaba/ARouter,14501,4.161397952545797,98.0,3.693877551020408,2.0,4.910347087623659,1.4081632653061225,1.0,0.7843407461424728,17.448979591836736,0.0,83.3326611937267
GoogleContainerTools/jib,14365,4.157305630327966,703.0,6.7197724039829305,4.0,7.229233463676684,1.2119487908961593,1.0,0.6218019377547359,17.139402560455192,0.0,73.29799399614618
languagetool-org/languagetool,14226,4.153082804361832,2626.0,5.376999238385377,4.0,6.2569967161798274,1.5845392231530846,1.0,0.9809096443918564,55.424980959634425,1.0,403.97758812009977
deeplearning4j/deeplearning4j,14214,4.152716311106409,5703.0,8.489040855689987,7.0,9.64475152781193,2.1513238646326496,2.0,19.38173812186324,54474.45817990531,6.0,2361552.116261292
apache/dolphinscheduler,14202,4.152349508312726,2814.0,6.476545842217484,5.0,6.514441612999619,1.3724235963041933,1.0,0.6870132659134992,11.663823738450604,0.0,57.99503508315764
DuGuQiuBai/Java,14197,4.152196582334209,618.0,0.7475728155339806,0.0,1.2798281382947438,1.1715210355987056,1.0,0.7222093446378496,1.080906148867314,0.0,5.189122567325844
kekingcn/kkFileView,14026,4.146933834562764,84.0,7.214285714285714,5.0,6.072000580526481,1.0476190476190477,1.0,0.2142378986621611,163.9404761904762,1.0,1191.2389455226398
Netflix/zuul,13999,4.1460970135358695,520.0,6.446153846153846,4.0,7.627464358415986,1.5673076923076923,1.0,0.9613376105625642,25.084615384615383,1.0,138.7629650032716
janishar/mit-deep-learning-book-pdf,13969,4.145165317350655,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,
apache/druid,13967,4.145103133146382,14923.0,7.932118206794881,5.0,9.40279538401251,1.374790591704081,1.0,1.80938587455442,62.67935401728875,1.0,4503.141829738661
xpipe-io/xpipe,13917,4.143545627238422,1656.0,6.88707729468599,5.0,6.644620905765287,1.5942028985507246,1.0,1.235747592953384,19.919082125603865,1.0,176.53610528582905
sqshq/piggymetrics,13882,4.142452040066341,99.0,6.040404040404041,5.0,4.342291297533661,1.0606060606060606,1.0,0.2398205884755764,3.828282828282828,0.0,10.07931849417147
orhanobut/logger,13879,4.142358175763846,18.0,5.833333333333333,6.0,3.053445498410723,1.1666666666666667,1.0,0.3834824944236852,14.944444444444445,0.0,35.58663368080811
pinpoint-apm/pinpoint,13816,4.140382324559402,9228.0,5.250216731686172,4.0,5.79509261947118,1.1367576939748592,1.0,0.4873396383160233,11.65702210663199,0.0,89.35958430244094
lgvalle/Material-Animations,13797,4.1397846642937,45.0,4.4,2.0,4.058660773300383,1.4666666666666666,1.0,0.7567874686642695,4.755555555555556,0.0,16.10781227111913
seaswalker/spring-analysis,13762,4.138681553510374,33.0,2.4242424242424243,2.0,2.6461092077603183,1.2424242424242424,1.0,0.7512615652314043,1.7878787878787878,0.0,3.189411934016753
JessYanCoding/AndroidAutoSize,13748,4.138239523465188,49.0,5.408163265306122,4.0,4.237326040416186,1.4081632653061225,1.0,0.4965869908241478,31.285714285714285,1.0,136.30022010253688
LuckSiege/PictureSelector,13595,4.133379211923519,737.0,5.108548168249661,2.0,8.605903255979422,1.237449118046133,1.0,0.6690421490487014,49.44911804613297,0.0,372.18575587684415
tink-crypto/tink,13559,4.132227660733368,1465.0,7.382252559726963,5.0,7.065653211488834,1.291467576791809,1.0,1.2442609632818984,30.075767918088737,1.0,184.04645445478647
Bigkoo/Android-PickerView,13469,4.129335352916489,91.0,3.725274725274725,2.0,5.05759260708521,1.1538461538461535,1.0,0.3628001262733126,15.494505494505496,0.0,90.5635901362344
macrozheng/mall-learning,13367,4.126033948051813,248.0,4.92741935483871,3.0,4.40587275926098,1.1048387096774193,1.0,0.3069649886297819,230.01612903225808,0.0,1252.927664525101
pxb1988/dex2jar,13102,4.117337595095921,571.0,5.380035026269702,3.0,6.7927376595192985,1.5709281961471104,1.0,0.9821900056078066,21.13309982486865,0.0,136.5138504920424
metersphere/metersphere,13047,4.115510662384998,3702.0,6.784440842787682,3.0,11.726183227561306,1.2987574284170718,1.0,0.5465556921367275,446.2396002160994,0.0,3759.1635543837447
youth5201314/banner,13039,4.115244285327255,73.0,6.082191780821918,5.0,6.157094879210338,1.8356164383561644,2.0,0.6874610823355948,47.68493150684932,1.0,350.8987617814958
alibaba/COLA,12921,4.111296126482262,559.0,4.305903398926655,3.0,4.459834792651885,1.347048300536673,1.0,0.7767599160596067,4.974955277280858,0.0,18.32031059343514
macrozheng/mall-swarm,12892,4.110320296840297,764.0,3.732984293193717,3.0,4.571197192102367,1.2316753926701571,1.0,0.4344192964871566,1106.2290575916231,13.0,8134.410503033857
plantuml/plantuml,12844,4.108700296894465,4131.0,7.242314209634471,5.0,7.481056681654654,1.522633744855967,1.0,0.8734216126959804,36.48099733720649,1.0,609.494281944923
codecentric/spring-boot-admin,12824,4.108023509346088,459.0,7.727668845315904,6.0,6.075392165835861,1.2745098039215683,1.0,0.646474761504076,7.2636165577342044,0.0,27.787917263514323
Netflix/conductor,12788,4.1068026275996505,664.0,7.414156626506024,5.0,8.145278446863523,1.254518072289157,1.0,0.5627802747804417,78.67469879518072,0.0,646.6732802777989
